Error,﻿CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,CustDesc,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJViIAN, current value is 001Dn00000PjICpIAN:Account__c --,Simflo Pump,Simflo Pump,754 E Maley St,NULL,Willcox,AZ,85643,40201,3/13/2021,LIQUID,NET 30,Nofield,0,0,11949.39,11949.39,Balance Due,SCC_4962,SCC_4962,Simflo Pump,53:58.0,P,QuoteNo,30557
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIK7IAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40202,3/13/2021,LIQUID,NET 30,Nofield,0,0,2928.05,2928.05,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),54:48.0,P,QuoteNo,30558
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIKoIAN:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40204,3/19/2021,LIQUID,NET 45,Nofield,0,0,4400,4400,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,16:05.4,P,QuoteNo,30559
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjHiqIAF:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40205,3/20/2021,LIQUID,NET 30,Nofield,0,0,6560,6560,Balance Due,SCC_4912,SCC_4912,Alstate Steel,18:49.1,P,QuoteNo,30560
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjIjhIAF:Account__c --,GrayWolf Industrial,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,NULL,Mesa,AZ,85215,40206,3/18/2021,LIQUID,NET 30,Nofield,0,0,2592.05,2592.05,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,19:39.9,P,QuoteNo,30561
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIKoIAN:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40207,3/20/2021,LIQUID,NET 30,Nofield,0,0,21972.5,21972.5,Balance Due,SCC_4912,SCC_4912,Alstate Steel,20:43.2,P,QuoteNo,30562
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVWIA3, current value is 001Dn00000PjI6AIAV:Account__c --,Magnum Engineering Inc.,Magnum Companies,2439 S 49th Avenue,NULL,Phoenix,AZ,85043,40208,3/15/2021,LIQUID,NET 30,Nofield,0,0,975,975,Balance Due,SCC_4949,SCC_4949,Magnum Engineering Inc.,21:42.7,P,QuoteNo,30563
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJWEIA3, current value is 001Dn00000PjIkVIAV:Account__c --,Alloy Builders Corporation,Alloy Builders Corporation,7117 E. Orange Blossom Ln,NULL,Paradise Valley,AZ,85251,40079CR,3/30/2021,LIQUID,DUE ON RECEI,Nofield,0,0,-7700,-7700,Balance Due,SCC_4995,SCC_4995,Alloy Builders Corporation,43:53.2,P,QuoteNo,30564
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHifIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40209,3/26/2021,LIQUID,NET 30,Nofield,0,0,2650.87,2650.87,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),54:51.9,P,QuoteNo,30565
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVBIA3, current value is 001Dn00000PjIKoIAN:Account__c --,MMI Tank,MMI Tank,3240 S. 37th Ave,NULL,Phoenix,AZ,85009,40210,3/27/2021,LIQUID,NET 30,Nofield,0,0,5407.52,5407.52,Balance Due,SCC_4927,SCC_4927,MMI Tank,56:22.5,P,QuoteNo,30566
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIVuIAN:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40211,3/26/2021,LIQUID,NET 30,Nofield,0,0,11472,11472,Balance Due,SCC_4912,SCC_4912,Alstate Steel,57:38.7,P,QuoteNo,30567
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIVuIAN:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40212,3/26/2021,LIQUID,NET 30,Nofield,0,0,6460,6460,Balance Due,SCC_4890,SCC_4890,Currier Construction,59:34.8,P,QuoteNo,30568
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIKuIAN:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40213,3/26/2021,LIQUID,NET 30,Nofield,0,0,800,800,Balance Due,SCC_4890,SCC_4890,Currier Construction,01:03.4,P,QuoteNo,30569
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIexIAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40214,3/26/2021,LIQUID,NET 45,Nofield,0,0,4400,4400,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,07:22.1,P,QuoteNo,30570
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVWIA3, current value is 001Dn00000PjIaCIAV:Account__c --,Magnum Engineering Inc.,Magnum Companies,2439 S 49th Avenue,NULL,Phoenix,AZ,85043,40215,3/27/2021,LIQUID,NET 30,Nofield,0,0,2520,2520,Balance Due,SCC_4949,SCC_4949,Magnum Engineering Inc.,12:33.2,P,QuoteNo,30571
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICDIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40216,3/27/2021,LIQUID,NET 30,Nofield,0,0,1049.75,1049.75,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),13:42.5,P,QuoteNo,30572
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjICDIA3:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40217,3/30/2021,LIQUID,NET 30,Nofield,0,0,5968,5968,Balance Due,SCC_4912,SCC_4912,Alstate Steel,38:56.3,P,QuoteNo,30573
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjJNvIAN:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40219,4/3/2021,LIQUID,NET 30,Nofield,0,0,23278.75,23278.75,Balance Due,SCC_4912,SCC_4912,Alstate Steel,13:11.8,P,QuoteNo,30575
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjIDrIAN:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont,NULL,Mesa,AZ,85205,40220,4/3/2021,LIQUID,NET 30,Nofield,0,0,1800,1800,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",14:20.4,P,QuoteNo,30576
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIdEIAV:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40218,4/8/2021,LIQUID,NET 45,Nofield,0,0,4400,4400,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,41:24.1,P,QuoteNo,30577
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIcpIAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40221,4/12/2021,LIQUID,NET 45,Nofield,0,0,4400,4400,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,07:56.6,P,QuoteNo,30578
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVBIA3, current value is 001Dn00000PjIU5IAN:Account__c --,MMI Tank,MMI Tank,3240 S. 37th Ave,NULL,Phoenix,AZ,85009,40222,4/9/2021,LIQUID,NET 30,Nofield,0,0,3502.44,3502.44,Balance Due,SCC_4927,SCC_4927,MMI Tank,10:36.6,P,QuoteNo,30579
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIFMIA3:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40223,4/9/2021,LIQUID,NET 30,Nofield,0,0,29381,29381,Balance Due,SCC_4890,SCC_4890,Currier Construction,11:29.0,P,QuoteNo,30580
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJViIAN, current value is 001Dn00000PjIFMIA3:Account__c --,Simflo Pump,Simflo Pump,754 E Maley St,NULL,Willcox,AZ,85643,40224,4/9/2021,LIQUID,NET 30,Nofield,0,0,4277.3,4277.3,Balance Due,SCC_4962,SCC_4962,Simflo Pump,12:06.3,P,QuoteNo,30581
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJNeIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40225,4/10/2021,LIQUID,NET 30,Nofield,0,0,1054.93,1054.93,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),43:13.8,P,QuoteNo,30582
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHlhIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40226,4/10/2021,LIQUID,NET 30,Nofield,0,0,714.44,714.44,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),49:07.4,P,QuoteNo,30583
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIKoIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40227,4/10/2021,LIQUID,NET 30,Nofield,0,0,2487.06,2487.06,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),50:19.4,P,QuoteNo,30584
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHrGIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40228,4/10/2021,LIQUID,NET 30,Nofield,0,0,623.45,623.45,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),00:19.1,P,QuoteNo,30585
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjIKXIA3:Account__c --,GrayWolf Industrial,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,NULL,Mesa,AZ,85215,40229,4/15/2021,BLAST,NET 30,Nofield,0,0,870,870,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,26:37.9,P,QuoteNo,30586
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIkcIAF:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,NULL,Phoenix,AZ,85034,40230,4/17/2021,LIQUID,NET 30,Nofield,0,0,10340.42,10340.42,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,27:41.0,P,QuoteNo,30587
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjICDIA3:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40231,4/17/2021,LIQUID,NET 30,Nofield,0,0,6426,6426,Balance Due,SCC_4912,SCC_4912,Alstate Steel,33:28.5,P,QuoteNo,30588
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjHlhIAF:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40232,4/16/2021,LIQUID,NET 30,Nofield,0,0,3480.5,3480.5,Balance Due,SCC_4912,SCC_4912,Alstate Steel,35:35.3,P,QuoteNo,30589
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIcSIAV:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40233,4/12/2021,LIQUID,NET 30,Nofield,0,0,3692,3692,Balance Due,SCC_4912,SCC_4912,Alstate Steel,36:41.8,P,QuoteNo,30590
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIe7IAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40235,4/20/2021,LIQUID,NET 45,Nofield,0,0,4455,4455,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,39:05.1,P,QuoteNo,30591
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHmMIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40237,4/12/2021,LIQUID,NET 30,Nofield,0,0,2826.15,2826.15,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),43:11.0,P,QuoteNo,30593
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjHiqIAF:Account__c --,GrayWolf Industrial,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,NULL,Mesa,AZ,85215,40138CR,4/21/2021,LIQUID,NET 30,Nofield,0,0,-2743.25,-2743.25,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,36:14.7,P,QuoteNo,30594
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjHiqIAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40238,4/27/2021,LIQUID,NET 45,Nofield,0,0,3313.95,3313.95,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,34:36.3,P,QuoteNo,30595
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIKoIAN:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40239,4/22/2021,LIQUID,NET 30,Nofield,0,0,6160,6160,Balance Due,SCC_4890,SCC_4890,Currier Construction,38:02.9,P,QuoteNo,30596
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjIKoIAN:Account__c --,GrayWolf Industrial,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,NULL,Mesa,AZ,85215,40240,4/21/2021,LIQUID,NET 30,Nofield,0,0,2003.87,2003.87,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,39:58.2,P,QuoteNo,30597
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVsIAN, current value is 001Dn00000PjIClIAN:Account__c --,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,NULL,Phoenix,AZ,85034,40241,4/22/2021,LIQUID,NET 30,Nofield,0,0,7550,7550,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,40:26.8,P,QuoteNo,30598
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjIClIAN:Account__c --,GrayWolf Industrial,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,NULL,Mesa,AZ,85215,40242,4/23/2021,LIQUID,NET 30,Nofield,0,0,3614,3614,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,42:25.9,P,QuoteNo,30599
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIPpIAN:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40243,4/23/2021,LIQUID,NET 30,Nofield,0,0,1650,1650,Balance Due,SCC_4912,SCC_4912,Alstate Steel,42:48.9,P,QuoteNo,30600
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjJJUIA3:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont,NULL,Mesa,AZ,85205,40244,4/23/2021,LIQUID,NET 30,Nofield,0,0,2400,2400,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",43:17.7,P,QuoteNo,30601
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVsIAN, current value is 001Dn00000PjJJUIA3:Account__c --,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,NULL,Phoenix,AZ,85034,40245,4/30/2021,LIQUID,NET 30,Nofield,0,0,2250,2250,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,08:10.1,P,QuoteNo,30602
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVsIAN, current value is 001Dn00000PjHmqIAF:Account__c --,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,NULL,Phoenix,AZ,85034,40246,4/30/2021,LIQUID,NET 30,Nofield,0,0,1865,1865,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,09:13.2,P,QuoteNo,30603
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVhIAN, current value is 001Dn00000PjHmqIAF:Account__c --,Rimex,Rimex,4415 W. Magnolia St. Phoenix AZ 85043,NULL,,AZ,,40247,4/28/2021,LIQUID,NET 30,Nofield,0,0,585,585,Balance Due,SCC_4961,SCC_4961,Rimex,09:27.4,P,QuoteNo,30604
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIMQIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40248,4/28/2021,LIQUID,NET 30,Nofield,0,0,4014,4014,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),10:38.3,P,QuoteNo,30605
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIJHIA3:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40249,4/29/2021,LIQUID,NET 30,Nofield,0,0,3842,3842,Balance Due,SCC_4912,SCC_4912,Alstate Steel,11:16.1,P,QuoteNo,30606
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjHeDIAV:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40250,4/29/2021,LIQUID,NET 45,Nofield,0,0,4400,4400,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,12:06.5,P,QuoteNo,30607
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJViIAN, current value is 001Dn00000PjHrqIAF:Account__c --,Simflo Pump,Simflo Pump,754 E Maley St,NULL,Willcox,AZ,85643,40251,4/28/2021,LIQUID,NET 30,Nofield,0,0,1460,1460,Balance Due,SCC_4962,SCC_4962,Simflo Pump,12:39.2,P,QuoteNo,30608
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVWIA3, current value is 001Dn00000PjIcpIAF:Account__c --,Magnum Engineering Inc.,Magnum Companies,2439 S 49th Avenue,NULL,Phoenix,AZ,85043,40252,4/30/2021,LIQUID,NET 30,Nofield,0,0,70,70,Balance Due,SCC_4949,SCC_4949,Magnum Engineering Inc.,12:50.5,P,QuoteNo,30609
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIVvIAN:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,NULL,Phoenix,AZ,85034,40253,4/30/2021,LIQUID,NET 30,Nofield,0,0,441,441,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,14:05.0,P,QuoteNo,30610
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjJNWIA3:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,NULL,Phoenix,AZ,85034,40254,4/30/2021,LIQUID,NET 30,Nofield,0,0,480,480,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,14:17.8,P,QuoteNo,30611
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVuIAN, current value is 001Dn00000PjIJsIAN:Account__c --,Alderfer Designs,ALDERFER DESIGNS,14815 S 14th Place,NULL,Phoenix,AZ,85048,40255,4/26/2021,BLAST,NET 30,Nofield,0,0,500,500,Balance Due,SCC_4975,SCC_4975,Alderfer Designs,10:05.3,P,QuoteNo,30612
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICjIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40256,5/7/2021,BLAST,NET 30,Nofield,0,0,450,450,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),29:38.1,P,QuoteNo,30613
